,Record_Number,Value_1,Value_2,Result,Timestamp,FileName
0,1,2,3,2021-12-01 02:49:39.870835,tests/tests_data/addition.csv
261,17,3,14,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
262,23,-24,47,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
263,-21,-18,-3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
264,-17,-16,-1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
265,-7,24,-31,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
266,-3,7,-10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
267,-16,-4,-12,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
268,-24,-10,-14,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
269,17,-18,35,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
270,7,-24,31,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
271,-20,6,-26,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
272,-7,-22,15,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
273,5,9,-4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
274,8,-12,20,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
275,-25,-24,-1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
276,-25,-23,-2,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
277,19,19,0,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
278,10,-1,11,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
279,-12,21,-33,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
280,-2,-20,18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
281,20,3,17,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
282,18,-13,31,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
283,-9,3,-12,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
284,24,23,1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
285,3,-1,4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
286,11,-14,25,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
287,-24,0,-24,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
288,17,10,7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
289,23,13,10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
290,-5,-21,16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
291,-19,-18,-1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
292,21,18,3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
293,10,22,-12,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
294,-20,-13,-7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
295,4,16,-12,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
296,25,14,11,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
297,7,4,3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
298,-23,20,-43,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
299,19,-8,27,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
300,-5,-6,1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
301,-8,-15,7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
302,-16,-24,8,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
303,-23,18,-41,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
304,2,11,-9,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
305,-15,8,-23,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
306,5,10,-5,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
307,22,-4,26,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
308,-8,21,-29,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
309,-4,-20,16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
310,9,7,2,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
311,-12,-5,-7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
312,7,-16,23,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
313,-7,-23,16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
314,5,24,-19,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
315,19,-23,42,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
316,22,-15,37,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
317,21,-14,35,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
318,-14,6,-20,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
319,-18,-15,-3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
320,-24,-24,0,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
321,9,-20,29,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
322,-15,22,-37,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
323,10,11,-1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
324,-5,14,-19,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
325,0,-25,25,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
326,1,11,-10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
327,-25,-12,-13,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
328,22,-23,45,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
329,5,-12,17,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
330,-11,8,-19,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
331,11,-3,14,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
332,-4,21,-25,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
333,-24,-25,1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
334,-25,-22,-3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
335,19,14,5,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
336,-25,2,-27,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
337,-8,14,-22,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
338,0,-16,16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
339,-18,16,-34,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
340,-7,4,-11,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
341,1,-12,13,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
342,3,-15,18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
343,9,-4,13,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
344,-24,16,-40,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
345,22,25,-3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
346,-18,-12,-6,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
347,21,6,15,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
348,-6,7,-13,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
349,9,2,7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
350,-3,-12,9,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
351,-23,4,-27,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
352,20,-17,37,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
353,12,-1,13,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
354,12,21,-9,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
355,11,-15,26,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
356,15,25,-10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
357,15,-14,29,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
358,23,3,20,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
359,-19,14,-33,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
360,-24,0,-24,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
361,-15,14,-29,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
362,-23,12,-35,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
363,6,7,-1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
364,18,-24,42,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
365,19,-11,30,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
366,-3,24,-27,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
367,-12,25,-37,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
368,11,-23,34,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
369,17,-22,39,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
370,2,-4,6,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
371,19,1,18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
372,2,-24,26,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
373,-16,21,-37,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
374,9,-8,17,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
375,4,1,3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
376,-18,-14,-4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
377,-14,18,-32,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
378,-18,-12,-6,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
379,-22,-23,1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
380,15,3,12,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
381,-25,-20,-5,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
382,-19,1,-20,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
383,23,-23,46,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
384,-17,-9,-8,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
385,-4,13,-17,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
386,-8,8,-16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
387,-24,-24,0,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
388,-25,24,-49,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
389,-22,8,-30,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
390,20,-6,26,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
391,-23,21,-44,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
392,-23,-4,-19,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
393,6,-10,16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
394,8,-13,21,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
395,7,-21,28,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
396,-2,16,-18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
397,-22,-6,-16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
398,-10,-3,-7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
399,-11,-11,0,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
400,-7,19,-26,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
401,-10,20,-30,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
402,-24,-11,-13,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
403,23,-14,37,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
404,-13,5,-18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
405,1,-9,10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
406,-10,-13,3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
407,-8,22,-30,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
408,24,9,15,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
409,23,13,10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
410,16,-4,20,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
411,-6,-25,19,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
412,-2,7,-9,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
413,3,-21,24,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
414,-6,16,-22,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
415,16,-4,20,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
416,-22,-18,-4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
417,-16,-20,4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
418,6,2,4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
419,11,4,7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
420,-17,7,-24,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
421,-5,-19,14,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
422,13,13,0,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
423,-18,-18,0,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
424,-23,7,-30,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
425,23,-9,32,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
426,-2,-15,13,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
427,-25,-23,-2,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
428,-20,-13,-7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
429,-11,24,-35,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
430,14,21,-7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
431,-20,23,-43,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
432,-14,19,-33,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
433,4,-10,14,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
434,2,-24,26,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
435,-12,17,-29,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
436,-6,17,-23,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
437,1,8,-7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
438,-4,-7,3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
439,-23,6,-29,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
440,-14,-20,6,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
441,-13,3,-16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
442,20,-6,26,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
443,23,6,17,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
444,6,-22,28,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
445,-21,17,-38,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
446,4,14,-10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
447,-14,-15,1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
448,10,-3,13,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
449,12,14,-2,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
450,25,-24,49,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
451,23,7,16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
452,-2,-7,5,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
453,-13,-1,-12,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
454,5,4,1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
455,-6,-16,10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
456,-8,-13,5,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
457,22,2,20,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
458,-5,6,-11,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
459,-11,5,-16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
460,11,-11,22,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
461,21,8,13,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
462,-3,12,-15,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
463,-10,13,-23,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
464,-9,-4,-5,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
465,22,-18,40,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
466,6,20,-14,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
467,-19,-1,-18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
468,22,20,2,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
469,-13,-23,10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
470,-21,15,-36,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
471,-16,23,-39,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
472,22,6,16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
473,25,0,25,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
474,10,-7,17,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
475,-5,24,-29,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
476,20,10,10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
477,-19,20,-39,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
478,-13,9,-22,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
479,-10,5,-15,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
480,10,-9,19,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
481,0,-25,25,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
482,-4,-8,4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
483,23,-22,45,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
484,12,0,12,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
485,-6,8,-14,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
486,-12,18,-30,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
487,23,3,20,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
488,5,23,-18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
489,18,-23,41,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
490,5,-21,26,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
491,16,-2,18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
492,-2,5,-7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
493,21,-22,43,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
494,-10,-19,9,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
495,-20,-5,-15,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
496,-16,16,-32,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
497,6,6,0,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
498,-12,-24,12,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
499,-21,7,-28,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
500,-23,-16,-7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
501,17,-2,19,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
502,-9,-14,5,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
503,9,9,0,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
504,-17,12,-29,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
505,16,-24,40,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
506,22,7,15,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
507,16,12,4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
508,22,8,14,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
509,20,-23,43,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
510,-22,-6,-16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
511,14,2,12,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
512,6,11,-5,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
513,9,5,4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
514,-23,13,-36,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
515,2,-7,9,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
516,4,-7,11,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
517,20,-23,43,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
518,-16,12,-28,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
519,-14,15,-29,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
520,-17,-9,-8,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
521,-15,-12,-3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
522,-15,3,-18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
523,19,1,18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
524,-25,-23,-2,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
525,19,9,10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
526,-1,21,-22,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
527,-23,22,-45,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
528,6,4,2,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
529,-8,-17,9,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
530,24,-10,34,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
531,-21,-4,-17,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
532,5,10,-5,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
533,21,16,5,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
534,17,-2,19,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
535,25,-5,30,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
536,22,18,4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
537,25,-18,43,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
538,21,22,-1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
539,1,-18,19,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
540,-5,-18,13,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
541,24,-20,44,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
542,3,-15,18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
543,-8,0,-8,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
544,11,7,4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
545,-15,-22,7,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
546,7,11,-4,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
547,8,9,-1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
548,-20,5,-25,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
549,5,-20,25,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
550,-7,18,-25,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
551,3,-24,27,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
552,-16,-7,-9,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
553,-22,-6,-16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
554,14,-2,16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
555,-23,-1,-22,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
556,-21,-15,-6,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
557,-21,-23,2,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
558,-2,14,-16,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
559,-16,13,-29,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
560,1,-12,13,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
561,-16,3,-19,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
562,-9,10,-19,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
563,-3,0,-3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
564,-21,-22,1,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
565,9,-18,27,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
566,7,16,-9,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
567,-4,17,-21,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
568,12,-20,32,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
569,15,21,-6,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
570,12,22,-10,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
571,16,18,-2,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
572,3,0,3,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
573,-5,-20,15,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
574,-15,-9,-6,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
575,8,-25,33,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
576,1,-25,26,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
577,12,18,-6,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
578,21,3,18,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
579,21,-21,42,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
580,-21,10,-31,2021-12-01 02:49:39.917739,tests/tests_data/subtraction_large.csv
